age,experience,education,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match,years_in_role,promotion_count,employment_type,location_type,company_size,job_satisfaction,salary
52,5,Masters,Mid,Finance,Analyst,2,4,7,46,6,1,3.950222875,4.750922255,3,2,Contract,Rural,Large,4,50233.32958
43,9,Bachelors,Junior,Sales,Engineer,2,14,9,30,1,14,3.955506545,5.879851263,9,3,Part-time,Urban,Small,4,84420.32806
29,28,PhD,Senior,IT,Analyst,3,2,9,30,6,7,5.003917063,3.666449412,9,0,Full-time,Semi-Urban,Small,4,108891.6564
42,3,PhD,Mid,IT,Clerk,5,10,2,50,12,13,3.945687866,8.446224015,3,3,Part-time,Rural,Small,5,64396.15668
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
54,5,PhD,Senior,IT,Engineer,2,12,0,35,7,1,5.138956689,2.678842462,3,3,Full-time,Semi-Urban,Large,4,44976.56764
23,3,Bachelors,Junior,IT,Engineer,5,12,5,35,8,5,6.558703533,7.652723798,8,0,Full-time,Semi-Urban,Large,5,64224.97209
51,29,Bachelors,Senior,Finance,Manager,2,5,3,36,11,14,8.414394883,9.301310681,1,3,Part-time,Rural,Small,4,127968.9677
48,12,Bachelors,Junior,Finance,Engineer,4,19,6,33,3,9,8.505803365,4.747241356,8,0,Part-time,Urban,Large,4,78879.49299
48,4,Masters,Mid,Finance,Engineer,4,7,9,57,13,5,3.07813625,1.347947106,9,4,Full-time,Urban,Large,3,46252.67278
32,27,Masters,Senior,Finance,Clerk,2,9,0,43,7,12,8.821658393,4.911509754,2,4,Part-time,Semi-Urban,Medium,2,102044.4701
42,26,Masters,Junior,IT,Clerk,1,16,7,39,11,13,7.079470695,9.986797456,4,3,Full-time,Semi-Urban,Small,2,118258.6276
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
34,1,Bachelors,Junior,Finance,Manager,4,14,4,54,13,6,6.216469584,9.757815533,0,2,Contract,Semi-Urban,Small,2,81686.84822
42,22,Bachelors,Senior,IT,Manager,1,9,9,50,4,10,4.737848306,6.802419288,1,4,Part-time,Semi-Urban,Medium,1,95924.75145
30,0,Masters,Senior,Finance,Engineer,1,5,2,50,13,2,8.567451278,1.140016982,9,2,Part-time,Rural,Large,1,49403.47166
46,2,Bachelors,Mid,IT,Manager,3,3,2,39,4,9,8.06381227,6.053601513,1,3,Contract,Urban,Medium,5,54061.13409
30,6,Masters,Junior,Finance,Engineer,5,19,9,34,1,11,6.868990199,7.251590919,5,0,Contract,Urban,Medium,3,73879.8993
57,24,Masters,Mid,HR,Engineer,2,7,2,31,10,12,7.548238492,4.775470609,1,2,Full-time,Urban,Medium,1,91726.80322
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
43,9,Bachelors,Junior,Sales,Engineer,2,14,9,30,1,14,3.955506545,5.879851263,9,3,Part-time,Urban,Small,4,84420.32806
41,5,Bachelors,Mid,Sales,Manager,4,19,9,36,11,8,3.236978727,8.678019902,4,0,Contract,Rural,Large,2,68355.60261
33,19,Masters,Senior,Finance,Engineer,5,7,9,31,19,13,4.301078423,7.288423088,5,3,Contract,Semi-Urban,Medium,3,99002.18613
30,16,Masters,Senior,Sales,Engineer,2,14,8,37,18,9,2.505524708,6.648829439,2,1,Part-time,Urban,Medium,4,82874.12003
55,24,Bachelors,Mid,HR,Clerk,4,16,0,54,8,13,4.999186425,1.678550852,8,3,Part-time,Urban,Small,2,89578.44745
30,21,Bachelors,Mid,HR,Manager,5,4,0,54,17,9,7.553821414,5.151107709,7,3,Part-time,Rural,Medium,2,120411.1507
48,14,PhD,Mid,IT,Manager,2,11,8,40,19,5,2.297468663,2.091010505,8,4,Part-time,Urban,Small,1,74459.68127
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
28,11,PhD,Junior,Sales,Engineer,5,12,4,33,14,3,1.985910248,5.023872286,8,1,Full-time,Rural,Large,4,69443.55699
39,16,Bachelors,Junior,IT,Clerk,4,10,5,52,11,4,5.771707568,6.371175319,4,4,Part-time,Semi-Urban,Small,4,98155.11795
24,24,Bachelors,Mid,Finance,Analyst,4,11,2,43,14,7,7.602303655,7.722669797,4,2,Full-time,Urban,Large,2,114036.5074
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
46,19,Bachelors,Mid,HR,Manager,2,16,6,46,2,9,8.242085182,7.332846079,0,4,Part-time,Rural,Large,2,83245.50048
36,23,Masters,Mid,HR,Engineer,4,1,4,36,17,12,6.626758426,8.686868744,3,4,Part-time,Urban,Medium,1,116050.0009
28,4,Masters,Junior,IT,Engineer,1,17,0,52,1,10,3.84293642,6.406888805,5,2,Contract,Urban,Small,1,64479.20299
40,6,PhD,Senior,IT,Analyst,1,10,9,51,10,14,3.369930783,3.716000313,0,4,Part-time,Urban,Medium,1,61775.13116
42,20,Masters,Mid,Sales,Clerk,2,8,0,49,9,5,3.423082989,7.255237163,6,0,Part-time,Semi-Urban,Large,5,103827.3676
24,1,Bachelors,Junior,HR,Manager,5,6,3,50,0,12,2.684488847,3.232535906,0,3,Contract,Rural,Large,4,61432.53193
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
24,8,PhD,Senior,IT,Engineer,3,6,7,56,19,6,9.282809134,5.316371544,5,4,Full-time,Semi-Urban,Small,4,71944.45499
55,25,Bachelors,Senior,HR,Engineer,2,6,4,46,3,12,6.651480695,5.482468354,7,1,Full-time,Rural,Medium,5,115306.4427
46,2,Bachelors,Mid,IT,Manager,3,3,2,39,4,9,8.06381227,6.053601513,1,3,Contract,Urban,Medium,5,54061.13409
42,13,PhD,Junior,Sales,Engineer,2,4,9,53,15,14,7.477351707,1.469762268,0,3,Contract,Urban,Large,4,79701.06643
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
24,8,PhD,Senior,IT,Engineer,3,6,7,56,19,6,9.282809134,5.316371544,5,4,Full-time,Semi-Urban,Small,4,71944.45499
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
29,21,Bachelors,Junior,Finance,Manager,5,6,9,57,12,11,6.106541795,2.673031288,8,2,Part-time,Semi-Urban,Medium,1,90024.17934
24,7,Masters,Junior,Finance,Manager,1,2,3,56,7,3,7.912019568,7.832916889,3,1,Full-time,Urban,Medium,4,57545.51983
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
21,21,Bachelors,Junior,Finance,Engineer,3,9,6,58,7,12,1.589989171,5.713641799,9,3,Full-time,Urban,Large,2,93665.35933
48,15,Masters,Senior,Finance,Manager,4,14,4,47,0,13,7.126727427,4.356866868,9,2,Contract,Urban,Small,2,77297.96767
54,19,Masters,Junior,IT,Clerk,1,4,4,37,8,10,4.723238967,7.87743138,6,0,Full-time,Urban,Medium,2,76318.15662
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
32,18,PhD,Mid,Finance,Manager,2,8,2,46,15,1,8.317461669,1.582797689,6,2,Full-time,Semi-Urban,Large,1,92230.8189
55,25,Bachelors,Senior,HR,Engineer,2,6,4,46,3,12,6.651480695,5.482468354,7,1,Full-time,Rural,Medium,5,115306.4427
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
55,25,Bachelors,Senior,HR,Engineer,2,6,4,46,3,12,6.651480695,5.482468354,7,1,Full-time,Rural,Medium,5,115306.4427
58,17,Bachelors,Junior,HR,Manager,1,6,8,54,5,1,5.675067185,3.543917307,9,3,Contract,Rural,Large,4,69022.76795
56,6,Masters,Mid,HR,Engineer,3,4,6,54,8,1,2.490966656,4.153046252,5,0,Part-time,Rural,Medium,1,56504.62216
31,15,Bachelors,Mid,Finance,Manager,2,3,9,44,1,1,8.985886987,2.728707275,5,2,Contract,Rural,Large,2,77414.33572
29,19,PhD,Senior,Sales,Manager,4,14,3,41,19,2,1.273690399,7.978379513,3,3,Full-time,Urban,Small,3,82419.74581
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
43,13,PhD,Mid,Finance,Analyst,5,5,8,42,5,2,2.608340934,8.566991116,6,1,Contract,Semi-Urban,Large,1,98680.73027
26,26,Masters,Mid,Sales,Clerk,1,17,0,41,5,12,7.150920329,5.123772966,4,4,Part-time,Urban,Large,2,114986.4479
31,12,Bachelors,Junior,HR,Engineer,4,13,8,54,14,8,1.233614938,3.953010254,2,4,Contract,Urban,Medium,5,62649.22724
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
24,8,Bachelors,Mid,Finance,Analyst,4,8,9,46,14,3,3.124740194,1.785078829,4,3,Part-time,Semi-Urban,Small,4,63886.83479
35,2,PhD,Junior,Finance,Analyst,3,5,2,55,9,8,6.386020516,2.732435628,5,2,Part-time,Semi-Urban,Small,3,59399.94327
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
41,18,Bachelors,Mid,HR,Analyst,3,10,7,40,17,7,4.072910868,5.946919772,8,0,Contract,Rural,Small,2,94737.21459
23,2,PhD,Senior,HR,Clerk,5,1,1,37,10,2,2.244037869,9.717595762,6,0,Contract,Urban,Small,2,63044.15278
24,7,Masters,Junior,Finance,Manager,1,2,3,56,7,3,7.912019568,7.832916889,3,1,Full-time,Urban,Medium,4,57545.51983
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
59,22,Bachelors,Junior,Finance,Manager,1,1,4,39,16,6,2.761785523,6.850364796,1,4,Part-time,Rural,Medium,2,98856.22328
53,17,Masters,Mid,Finance,Analyst,3,16,4,32,3,12,8.83770211,5.83560946,6,2,Part-time,Rural,Small,2,91829.43346
31,4,Bachelors,Senior,Finance,Manager,5,16,2,35,6,11,5.411095982,1.987010236,9,3,Full-time,Rural,Large,2,67805.50827
53,19,Masters,Mid,HR,Clerk,4,19,0,55,11,3,7.345488464,8.839021288,0,2,Full-time,Rural,Small,1,97581.31401
44,17,PhD,Junior,IT,Clerk,4,2,0,58,11,14,2.087653047,4.000179383,7,2,Full-time,Urban,Large,3,94988.86831
43,9,Bachelors,Junior,Sales,Engineer,2,14,9,30,1,14,3.955506545,5.879851263,9,3,Part-time,Urban,Small,4,84420.32806
26,26,Masters,Mid,Sales,Clerk,1,17,0,41,5,12,7.150920329,5.123772966,4,4,Part-time,Urban,Large,2,114986.4479
49,4,Bachelors,Senior,HR,Analyst,1,15,1,32,6,11,8.722735475,3.555157688,7,1,Part-time,Rural,Small,5,69126.9247
30,21,Bachelors,Mid,HR,Manager,5,4,0,54,17,9,7.553821414,5.151107709,7,3,Part-time,Rural,Medium,2,120411.1507
28,5,Masters,Mid,IT,Engineer,3,5,8,45,19,10,7.029439351,4.549756335,9,4,Contract,Urban,Medium,5,59435.14695
55,8,PhD,Mid,Sales,Clerk,1,2,6,32,13,7,1.725894503,1.348260435,5,0,Full-time,Urban,Medium,3,62926.80703
48,9,Bachelors,Junior,HR,Analyst,5,12,0,55,14,4,9.87186542,1.233895005,6,2,Full-time,Semi-Urban,Large,4,77260.53943
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
22,15,Bachelors,Junior,IT,Engineer,5,2,6,47,18,10,4.896770332,8.786507805,5,4,Part-time,Semi-Urban,Medium,5,93725.5797
23,15,PhD,Junior,HR,Clerk,2,14,3,48,12,13,1.673129765,7.058181882,3,2,Part-time,Semi-Urban,Medium,5,86989.94802
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
48,14,PhD,Mid,IT,Manager,2,11,8,40,19,5,2.297468663,2.091010505,8,4,Part-time,Urban,Small,1,74459.68127
31,18,Bachelors,Junior,Sales,Manager,1,19,5,38,15,13,3.776204562,5.791128767,8,2,Full-time,Rural,Large,1,75057.55908
26,25,Masters,Junior,HR,Manager,2,2,4,54,5,7,2.361405792,3.741892835,6,2,Full-time,Rural,Small,4,83386.67719
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
40,26,Bachelors,Junior,Sales,Clerk,4,2,7,33,7,11,9.418315267,8.976063231,5,3,Part-time,Rural,Medium,2,109469.5911
43,21,Bachelors,Mid,Sales,Engineer,2,9,4,39,11,10,6.166889456,1.262502612,4,1,Full-time,Semi-Urban,Large,3,88443.89259
44,29,PhD,Senior,HR,Clerk,2,9,6,49,13,2,2.374385206,9.185382988,9,3,Full-time,Urban,Large,3,120428.8448
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
38,10,PhD,Junior,IT,Manager,1,10,6,37,7,12,6.195834777,5.578170141,0,1,Contract,Semi-Urban,Large,4,79245.63895
24,15,Bachelors,Junior,Sales,Clerk,4,7,9,32,7,3,3.246641862,7.660470651,4,4,Full-time,Semi-Urban,Medium,5,97850.20664
29,13,PhD,Senior,Sales,Analyst,1,18,8,52,10,5,9.064508762,3.738848377,2,1,Full-time,Urban,Medium,4,71321.12681
26,18,PhD,Mid,HR,Manager,2,19,6,39,4,14,1.244816585,7.211891484,8,2,Part-time,Semi-Urban,Small,4,79999.08637
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
42,13,PhD,Junior,Sales,Engineer,2,4,9,53,15,14,7.477351707,1.469762268,0,3,Contract,Urban,Large,4,79701.06643
53,25,PhD,Senior,Sales,Analyst,5,6,1,57,6,9,2.044429714,7.951111375,4,4,Full-time,Semi-Urban,Small,4,106011.7634
33,19,Masters,Senior,Finance,Engineer,5,7,9,31,19,13,4.301078423,7.288423088,5,3,Contract,Semi-Urban,Medium,3,99002.18613
22,26,Bachelors,Junior,IT,Engineer,1,9,9,47,6,14,8.841642942,2.120319207,5,1,Part-time,Semi-Urban,Small,3,114815.026
34,5,PhD,Mid,Sales,Manager,4,18,3,36,12,11,9.92240191,7.346280667,3,1,Full-time,Urban,Large,4,62708.93871
51,25,Masters,Senior,IT,Clerk,4,17,8,44,12,12,4.261876495,7.316728585,8,1,Full-time,Urban,Large,3,104195.9508
51,29,Bachelors,Senior,Finance,Manager,2,5,3,36,11,14,8.414394883,9.301310681,1,3,Part-time,Rural,Small,4,127968.9677
53,17,Masters,Mid,Finance,Analyst,3,16,4,32,3,12,8.83770211,5.83560946,6,2,Part-time,Rural,Small,2,91829.43346
48,12,Bachelors,Junior,Finance,Engineer,4,19,6,33,3,9,8.505803365,4.747241356,8,0,Part-time,Urban,Large,4,78879.49299
30,4,Masters,Senior,Sales,Analyst,4,8,3,45,14,10,1.824052034,6.477917644,3,4,Contract,Urban,Medium,5,53118.55321
45,27,Masters,Mid,Sales,Clerk,3,18,1,40,4,11,5.524392913,6.466675204,7,4,Part-time,Urban,Small,2,124511.4032
32,27,PhD,Senior,Sales,Analyst,1,8,4,55,0,13,5.013422449,4.636595126,8,0,Part-time,Rural,Medium,1,110410.3366
55,7,Bachelors,Junior,Finance,Manager,3,1,2,59,3,11,7.174794071,3.866120139,0,1,Contract,Semi-Urban,Large,5,74161.13824
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
50,10,PhD,Junior,Finance,Manager,2,4,8,57,13,3,5.918406837,9.314301533,4,3,Part-time,Rural,Small,4,90100.56868
30,4,Masters,Senior,Sales,Analyst,4,8,3,45,14,10,1.824052034,6.477917644,3,4,Contract,Urban,Medium,5,53118.55321
45,11,PhD,Junior,IT,Manager,1,3,3,45,17,2,2.661476691,6.81402972,7,0,Full-time,Urban,Large,2,78694.31235
27,2,Masters,Junior,IT,Analyst,5,5,2,55,12,10,1.678946581,6.324302925,0,1,Part-time,Rural,Large,3,51401.11009
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
39,2,Bachelors,Junior,Sales,Manager,5,16,2,52,2,11,8.781503835,7.62581602,9,3,Part-time,Semi-Urban,Medium,5,86006.48306
29,13,PhD,Senior,Sales,Analyst,1,18,8,52,10,5,9.064508762,3.738848377,2,1,Full-time,Urban,Medium,4,71321.12681
29,28,PhD,Senior,IT,Analyst,3,2,9,30,6,7,5.003917063,3.666449412,9,0,Full-time,Semi-Urban,Small,4,108891.6564
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
24,5,Masters,Mid,Sales,Clerk,5,10,3,35,1,8,7.18889442,8.160680517,0,4,Part-time,Rural,Medium,2,66187.71104
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
55,24,Bachelors,Mid,HR,Clerk,4,16,0,54,8,13,4.999186425,1.678550852,8,3,Part-time,Urban,Small,2,89578.44745
42,20,Masters,Mid,Sales,Clerk,2,8,0,49,9,5,3.423082989,7.255237163,6,0,Part-time,Semi-Urban,Large,5,103827.3676
31,12,Masters,Senior,Sales,Engineer,2,9,9,56,1,10,5.181523408,9.858816481,4,0,Contract,Rural,Medium,2,95518.10318
48,14,PhD,Mid,IT,Manager,2,11,8,40,19,5,2.297468663,2.091010505,8,4,Part-time,Urban,Small,1,74459.68127
36,18,Masters,Mid,HR,Manager,3,13,6,53,0,2,6.641045576,1.837833525,8,2,Full-time,Semi-Urban,Large,3,98635.44581
37,5,Bachelors,Junior,HR,Engineer,5,6,5,37,12,12,2.422863056,9.926000225,2,3,Part-time,Rural,Medium,2,68190.06333
24,7,Masters,Junior,Finance,Manager,1,2,3,56,7,3,7.912019568,7.832916889,3,1,Full-time,Urban,Medium,4,57545.51983
45,26,PhD,Junior,Sales,Analyst,3,3,4,52,7,7,5.161135602,3.691446442,5,0,Contract,Semi-Urban,Medium,5,94991.87133
55,25,Bachelors,Senior,HR,Engineer,2,6,4,46,3,12,6.651480695,5.482468354,7,1,Full-time,Rural,Medium,5,115306.4427
40,18,Masters,Junior,HR,Clerk,4,13,3,43,11,6,8.988697028,8.694290643,1,1,Full-time,Urban,Large,2,115097.8458
27,0,PhD,Mid,Finance,Analyst,2,12,9,52,4,12,7.419959911,5.116441787,4,4,Full-time,Urban,Small,5,67639.69006
26,29,Masters,Junior,IT,Analyst,1,10,1,33,0,14,6.576695144,4.70258537,9,1,Contract,Urban,Small,5,115291.7976
45,0,Bachelors,Mid,IT,Clerk,4,15,0,31,18,2,2.367687856,7.969801917,5,1,Contract,Rural,Small,5,54365.45016
55,2,Masters,Mid,Sales,Clerk,2,9,0,41,1,12,3.491763672,4.40547969,8,2,Full-time,Semi-Urban,Large,2,41523.3393
45,19,Bachelors,Mid,Sales,Manager,2,15,0,32,12,3,8.494139347,2.454671194,2,4,Part-time,Urban,Medium,3,104949.7448
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
34,13,PhD,Junior,Finance,Engineer,5,14,7,55,14,8,1.952535649,5.901315618,9,2,Full-time,Rural,Medium,5,82579.11439
47,22,Masters,Junior,Finance,Manager,5,14,3,45,14,7,1.252432771,7.914027755,4,0,Part-time,Semi-Urban,Small,4,106553.2661
30,6,PhD,Mid,IT,Engineer,5,12,9,56,8,11,6.019136852,9.140243547,8,0,Part-time,Urban,Small,3,82725.42911
37,18,Bachelors,Junior,Finance,Clerk,4,2,0,41,15,5,5.81246795,3.757759891,7,3,Part-time,Urban,Large,4,99234.77982
40,4,PhD,Junior,Finance,Engineer,4,7,7,49,11,8,8.525436058,2.369503568,3,2,Contract,Urban,Medium,2,63169.84034
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
30,10,PhD,Senior,IT,Manager,2,2,9,33,13,5,2.117229167,9.877912737,7,2,Full-time,Rural,Large,4,75140.72445
29,6,PhD,Mid,Sales,Engineer,4,7,9,57,18,13,1.560751568,4.618225152,2,3,Part-time,Rural,Small,1,80215.62175
53,25,PhD,Senior,Sales,Analyst,5,6,1,57,6,9,2.044429714,7.951111375,4,4,Full-time,Semi-Urban,Small,4,106011.7634
55,14,PhD,Senior,Finance,Analyst,3,9,1,49,16,4,6.419333729,2.887663406,2,2,Part-time,Urban,Medium,5,83143.52982
37,21,Masters,Junior,Finance,Clerk,4,4,0,42,1,12,6.122859377,9.883976076,7,2,Full-time,Urban,Medium,1,104452.6307
50,26,Bachelors,Junior,Sales,Clerk,2,10,5,44,16,7,9.283452357,8.345527235,4,2,Part-time,Semi-Urban,Medium,2,114413.085
43,13,PhD,Mid,Finance,Analyst,5,5,8,42,5,2,2.608340934,8.566991116,6,1,Contract,Semi-Urban,Large,1,98680.73027
34,2,Masters,Junior,Sales,Analyst,2,4,2,52,14,14,2.748364426,3.26169804,5,2,Contract,Urban,Medium,1,41862.40207
48,23,Bachelors,Senior,Sales,Analyst,3,3,7,44,6,6,1.138981923,3.859071299,2,3,Part-time,Rural,Medium,3,94774.86748
45,1,PhD,Senior,Finance,Engineer,5,10,3,49,16,1,7.150431781,9.573933814,5,1,Full-time,Urban,Large,1,70886.15236
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
25,1,Bachelors,Mid,Finance,Manager,4,19,1,46,6,12,9.952870135,5.764354891,6,3,Contract,Rural,Large,5,80431.096
50,7,Masters,Senior,Sales,Clerk,5,12,2,33,8,8,6.75060754,1.291499442,8,1,Part-time,Rural,Medium,1,82611.40687
31,21,Bachelors,Mid,HR,Engineer,1,6,9,51,1,7,6.297300033,7.168184348,9,2,Full-time,Rural,Large,3,93604.12125
45,11,PhD,Junior,IT,Manager,1,3,3,45,17,2,2.661476691,6.81402972,7,0,Full-time,Urban,Large,2,78694.31235
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
54,2,PhD,Senior,HR,Manager,1,2,1,57,2,8,8.286027595,6.527359113,7,1,Contract,Rural,Small,4,68564.85853
25,12,Bachelors,Junior,Sales,Engineer,1,9,5,42,2,5,3.158858606,5.432153488,7,2,Full-time,Semi-Urban,Small,3,60835.44279
21,10,Masters,Mid,IT,Clerk,4,18,6,46,10,4,5.521568666,6.36104205,8,0,Contract,Rural,Medium,4,94523.81913
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
26,26,Masters,Senior,IT,Manager,3,8,0,46,11,2,8.886946109,4.403140791,5,0,Full-time,Semi-Urban,Small,2,100779.7151
45,26,PhD,Junior,Sales,Analyst,3,3,4,52,7,7,5.161135602,3.691446442,5,0,Contract,Semi-Urban,Medium,5,94991.87133
55,25,PhD,Junior,HR,Manager,4,6,6,47,11,9,5.31100931,2.148150814,8,1,Full-time,Semi-Urban,Small,2,90458.79029
29,28,PhD,Senior,IT,Analyst,3,2,9,30,6,7,5.003917063,3.666449412,9,0,Full-time,Semi-Urban,Small,4,108891.6564
29,13,PhD,Junior,HR,Analyst,3,10,0,37,7,3,2.08300343,7.29703515,8,4,Contract,Semi-Urban,Large,1,90867.44561
57,7,Bachelors,Mid,Sales,Clerk,1,2,7,47,17,3,4.654982469,3.839639537,0,1,Contract,Urban,Small,4,46433.54991
40,12,Masters,Senior,Sales,Clerk,4,7,9,58,6,13,5.944319492,4.632325007,2,0,Full-time,Semi-Urban,Large,5,95098.1095
28,14,Masters,Senior,Sales,Manager,4,18,1,54,0,10,3.097397829,6.207734011,4,0,Part-time,Urban,Large,2,89627.67864
32,14,Bachelors,Mid,Sales,Engineer,5,11,6,48,13,5,7.295706153,4.983092501,8,0,Full-time,Urban,Large,1,83227.41715
45,0,Bachelors,Mid,IT,Clerk,4,15,0,31,18,2,2.367687856,7.969801917,5,1,Contract,Rural,Small,5,54365.45016
42,22,Masters,Mid,IT,Engineer,4,19,6,34,3,5,9.239626274,8.876354885,4,3,Full-time,Rural,Small,1,103205.2521
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
40,18,Masters,Junior,HR,Clerk,4,13,3,43,11,6,8.988697028,8.694290643,1,1,Full-time,Urban,Large,2,115097.8458
24,8,PhD,Senior,IT,Engineer,3,6,7,56,19,6,9.282809134,5.316371544,5,4,Full-time,Semi-Urban,Small,4,71944.45499
23,3,Bachelors,Junior,IT,Engineer,5,12,5,35,8,5,6.558703533,7.652723798,8,0,Full-time,Semi-Urban,Large,5,64224.97209
47,3,Masters,Mid,HR,Analyst,2,9,9,46,7,3,1.605501759,4.919712212,9,3,Contract,Semi-Urban,Large,3,61784.15641
40,26,Bachelors,Junior,Sales,Clerk,4,2,7,33,7,11,9.418315267,8.976063231,5,3,Part-time,Rural,Medium,2,109469.5911
37,11,Bachelors,Junior,Sales,Analyst,1,19,6,45,14,14,2.290893676,5.92353259,8,2,Part-time,Urban,Small,5,76125.13278
54,2,PhD,Senior,HR,Manager,1,2,1,57,2,8,8.286027595,6.527359113,7,1,Contract,Rural,Small,4,68564.85853
44,27,PhD,Senior,HR,Clerk,1,8,8,52,14,4,9.918465337,4.085191815,6,0,Full-time,Semi-Urban,Large,1,110404.6955
51,24,PhD,Junior,Finance,Manager,2,13,9,44,9,3,4.851663876,4.251013691,6,2,Full-time,Semi-Urban,Large,3,90425.8803
55,2,Masters,Mid,Sales,Clerk,2,9,0,41,1,12,3.491763672,4.40547969,8,2,Full-time,Semi-Urban,Large,2,41523.3393
44,17,PhD,Junior,IT,Clerk,4,2,0,58,11,14,2.087653047,4.000179383,7,2,Full-time,Urban,Large,3,94988.86831
40,12,Masters,Senior,Sales,Clerk,4,7,9,58,6,13,5.944319492,4.632325007,2,0,Full-time,Semi-Urban,Large,5,95098.1095
48,9,Bachelors,Junior,HR,Analyst,5,2,5,46,10,11,5.392838668,4.197029315,0,4,Part-time,Urban,Medium,5,88051.27385
